"Kod";"Nazwa";"Płeć";"Kraj obywatelstwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Armenia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Austria";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Białoruś";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Francja";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Indie";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Niemcy";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Rosja";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Ukraina";"2011";971;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"Włochy";"2011";107;"osoba";"";
2000000;"PODLASKIE";"ogółem";"bezpaństwowcy";"2011";44;"osoba";"";
2000000;"PODLASKIE";"ogółem";"obywatelstwo nieustalone";"2011";200;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Armenia";"2011";103;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Austria";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Białoruś";"2011";958;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Francja";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Indie";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Niemcy";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Rosja";"2011";284;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Ukraina";"2011";138;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"bezpaństwowcy";"2011";92;"osoba";"";
2200000;"POMORSKIE";"ogółem";"obywatelstwo nieustalone";"2011";662;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Armenia";"2011";130;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Białoruś";"2011";208;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Niemcy";"2011";395;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Rosja";"2011";238;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Ukraina";"2011";358;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
2200000;"POMORSKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"bezpaństwowcy";"2011";173;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"obywatelstwo nieustalone";"2011";766;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Armenia";"2011";206;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Białoruś";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Bułgaria";"2011";107;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Czechy";"2011";177;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Niemcy";"2011";608;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Rosja";"2011";324;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Ukraina";"2011";739;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Wielka Brytania";"2011";129;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Wietnam";"2011";154;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"Włochy";"2011";167;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"bezpaństwowcy";"2011";13;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"obywatelstwo nieustalone";"2011";132;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Armenia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Białoruś";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Niemcy";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Rosja";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Ukraina";"2011";348;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"bezpaństwowcy";"2011";14;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"obywatelstwo nieustalone";"2011";339;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Armenia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Białoruś";"2011";104;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Niemcy";"2011";287;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Rosja";"2011";200;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Ukraina";"2011";350;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"bezpaństwowcy";"2011";189;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"obywatelstwo nieustalone";"2011";540;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Armenia";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Białoruś";"2011";277;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Holandia";"2011";141;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Niemcy";"2011";355;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Rosja";"2011";196;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Rumunia";"2011";232;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Ukraina";"2011";697;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Wielka Brytania";"2011";100;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"bezpaństwowcy";"2011";35;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"obywatelstwo nieustalone";"2011";926;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Arabia Saudyjska";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Armenia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Austria";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Białoruś";"2011";135;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Bułgaria";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Chiny";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Czechy";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Francja";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Grecja";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Hiszpania";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Holandia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Indie";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Japonia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Kazachstan";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Litwa";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Mongolia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Niemcy";"2011";461;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Rosja";"2011";219;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Rumunia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Serbia";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Stany Zjednoczone";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Szwecja";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Turcja";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Ukraina";"2011";547;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Węgry";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Wielka Brytania";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Wietnam";"2011";0;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"Włochy";"2011";0;"osoba";"";
